432000.0,283.34,293.88727,293.19067,294.87915,883.6070922851563,5.399739058678058e-07,-883.6070928251303
433800.0,283.76938,293.8701,293.16785,294.83395,883.5218872070313,1.0765081528337283e-06,-883.5218882835395
435600.0,283.78,293.85052,293.15247,294.78555,883.438543701172,1.6198680307345345e-06,-883.43854532104
437400.0,282.67188,293.83502,293.1872,294.73862,883.4108337402345,2.772581611404096e-05,-883.4108614660506
439200.0,281.47,293.80432,293.1458,294.6782,883.2783264160157,0.0058986579763240935,-883.284225073992
441000.0,281.33994,295.25455,294.47058,296.07486,887.4499877929688,0.007837942713230371,-887.457825735682
442800.0,281.7,294.25345,293.5088,294.98566,884.3978942871095,0.007837987594413787,-884.4057322747038
444600.0,283.09943,293.87024,293.14886,294.65274,883.321844482422,0.010532928357847398,-883.3323774107798
446400.0,284.52,295.32114,294.48535,296.32648,887.7829650878907,0.01332805710037097,-887.7962931449911
448200.0,282.83942,295.43475,294.56366,296.42487,888.0732788085938,0.016429460160250063,-888.0897082687541
450000.0,280.85,295.54422,294.5797,296.87146,888.6453918457032,0.01936374869809451,-888.6647555944013
451800.0,282.63675,295.53925,294.62244,296.34225,888.1539367675782,0.022020820611856586,-888.17595758819
453600.0,284.05,295.57663,294.6955,296.214,888.1361145019532,0.022169121479891706,-888.1582836234331
455400.0,282.52295,293.10693,292.51614,293.88586,881.1589416503907,0.022406046351553854,-881.1813476967423
457200.0,280.92,293.13223,292.36908,294.81976,881.9710754394532,0.024135289703203656,-881.9952107291564
459000.0,279.889,293.28796,292.40314,295.306,882.6471008300782,0.026016914814282577,-882.6731177448925
460800.0,279.82,293.27722,292.37338,295.34552,882.6461242675782,0.02710038276991491,-882.6732246503482
462600.0,281.64413,293.42383,292.6078,294.80533,882.4869445800782,0.027634983357806918,-882.514579563436
464400.0,283.66,293.7835,292.96216,295.28668,883.4680629185268,0.02800180733227611,-883.4960647258591
466200.0,284.9554,293.87537,293.12546,295.26,883.6965480259487,0.028121987059046116,-883.7246700130078
468000.0,286.14,293.9837,293.26727,295.33447,884.0211635044643,0.028373683889046684,-884.0495371883534
469800.0,287.1693,293.97922,293.26324,295.48068,884.1588588169643,0.02872763000955103,-884.1875864469739
471600.0,288.03,294.10318,293.4247,295.65427,883.9035879952567,0.029162375502116183,-883.9327503707588
473400.0,288.27478,294.12183,293.51288,295.63544,883.991570172991,0.02962353365950512,-884.0211937066506
475200.0,288.59,294.13242,293.55386,295.6181,883.7400966099331,0.030156647608784434,-883.7702532575419
477000.0,289.561,294.08295,293.52927,295.59082,883.6387477329799,0.030822170086807526,-883.6695699030668
478800.0,290.61,294.10773,293.5783,295.60602,883.7277675083706,0.03164685386219551,-883.7594143622327
480600.0,291.88818,294.3421,293.8371,295.74402,884.3589320591518,0.03265867641618581,-884.391590735568
482400.0,292.88,294.37076,293.8922,295.7522,884.4508815220424,0.033700504050239395,-884.4845820260927
484200.0,292.67853,294.4558,293.95184,295.82388,884.6672511509487,0.03465238902195377,-884.7019035399707
486000.0,292.1,294.507,293.99768,295.87598,884.8163600376674,0.035548326547771424,-884.8519083642152
487800.0,291.9169,294.5476,294.03287,295.90518,884.9213710239956,0.036418287172003634,-884.9577893111675
489600.0,291.65,294.57092,294.0498,295.90668,884.9631190708706,0.03722854659902576,-885.0003476174696
491400.0,290.9108,294.56894,294.03958,295.85873,884.9029689243862,0.03792169352904475,-884.9408906179152
493200.0,289.82,294.55103,294.0118,295.7879,884.7864528111049,0.038475699428380764,-884.8249285105334
495000.0,288.5552,294.35135,293.79214,295.5675,884.1467128208706,0.03888881065506659,-884.1856016315256
